"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 06, 2019","212.40","211.40","214.85","211.15","4.34M","0.59%"
"Nov 05, 2019","211.15","217.00","217.55","209.60","12.68M","-1.79%"
"Nov 04, 2019","215.00","206.00","215.60","205.80","8.49M","3.81%"
"Nov 01, 2019","207.10","205.00","208.00","201.85","7.12M","-0.22%"
"Oct 31, 2019","207.55","207.00","209.00","206.00","6.66M","0.63%"
"Oct 30, 2019","206.25","210.75","210.95","205.60","4.49M","-1.67%"
"Oct 29, 2019","209.75","204.00","210.45","199.60","6.93M","3.40%"
"Oct 27, 2019","202.85","202.85","202.85","202.85","-","-1.46%"
"Oct 25, 2019","205.85","206.60","206.95","203.00","5.37M","0.32%"
"Oct 24, 2019","205.20","210.00","210.00","204.40","8.47M","-1.72%"
"Oct 23, 2019","208.80","209.40","211.70","206.55","7.14M","0.00%"
"Oct 22, 2019","208.80","206.00","209.95","203.30","9.80M","1.38%"
"Oct 18, 2019","205.95","198.80","206.50","197.75","12.71M","3.28%"
"Oct 17, 2019","199.40","194.00","199.95","192.90","6.61M","2.49%"
"Oct 16, 2019","194.55","192.30","196.20","191.35","7.40M","1.78%"
"Oct 15, 2019","191.15","189.00","192.70","188.05","5.46M","0.55%"
"Oct 14, 2019","190.10","189.60","190.80","187.95","6.34M","0.56%"
"Oct 11, 2019","189.05","185.25","190.25","185.25","7.10M","2.44%"
"Oct 10, 2019","184.55","185.00","185.90","183.70","4.05M","-0.43%"
"Oct 09, 2019","185.35","184.80","186.70","183.00","5.81M","0.52%"
"Oct 07, 2019","184.40","186.95","188.20","183.00","6.16M","-0.75%"
"Oct 04, 2019","185.80","187.70","189.35","182.15","12.24M","-0.51%"
"Oct 03, 2019","186.75","193.00","193.00","185.25","12.27M","-3.79%"
"Oct 01, 2019","194.10","200.00","200.60","190.75","10.42M","-2.88%"
"Sep 30, 2019","199.85","197.50","200.75","196.55","7.58M","0.25%"
"Sep 27, 2019","199.35","203.30","204.80","196.70","10.24M","-1.94%"
"Sep 26, 2019","203.30","190.65","204.85","189.55","20.27M","5.56%"
"Sep 25, 2019","192.60","193.00","198.70","191.15","6.87M","-2.80%"
"Sep 24, 2019","198.15","203.60","205.70","197.10","9.66M","-2.24%"
"Sep 23, 2019","202.70","205.50","208.40","200.55","9.40M","1.32%"
"Sep 20, 2019","200.05","193.70","202.40","188.85","30.57M","3.41%"
"Sep 19, 2019","193.45","191.30","194.50","189.50","7.92M","0.57%"
"Sep 18, 2019","192.35","198.45","199.20","191.75","5.49M","-2.66%"
"Sep 17, 2019","197.60","200.60","200.60","196.00","5.89M","-1.47%"
"Sep 16, 2019","200.55","197.65","201.20","196.60","3.96M","1.19%"
"Sep 13, 2019","198.20","198.65","199.60","194.50","6.98M","0.25%"
"Sep 12, 2019","197.70","197.60","199.20","195.40","6.45M","0.51%"
"Sep 11, 2019","196.70","199.80","203.00","195.55","8.76M","-1.33%"
"Sep 09, 2019","199.35","198.10","200.10","196.80","5.38M","0.38%"
"Sep 06, 2019","198.60","196.15","199.50","192.80","16.10M","1.92%"
"Sep 05, 2019","194.85","183.90","196.40","183.80","29.08M","6.97%"
"Sep 04, 2019","182.15","181.05","183.40","179.10","6.03M","0.61%"
"Sep 03, 2019","181.05","183.00","185.70","180.05","7.05M","-2.00%"
"Aug 30, 2019","184.75","189.75","190.45","182.15","11.88M","-2.25%"
"Aug 29, 2019","189.00","183.30","190.30","182.10","31.07M","2.13%"
"Aug 28, 2019","185.05","189.00","192.60","184.20","10.79M","-3.54%"
"Aug 27, 2019","191.85","190.00","194.25","189.00","11.36M","1.64%"
"Aug 26, 2019","188.75","191.00","191.90","182.55","8.85M","0.40%"
"Aug 23, 2019","188.00","180.85","189.40","180.15","11.45M","3.95%"
"Aug 22, 2019","180.85","188.00","188.45","177.70","13.37M","-4.21%"
"Aug 21, 2019","188.80","195.00","195.45","188.10","10.79M","-3.33%"
"Aug 20, 2019","195.30","199.40","199.50","194.40","7.50M","-1.83%"
"Aug 19, 2019","198.95","202.70","203.10","198.55","5.85M","-1.49%"
"Aug 16, 2019","201.95","200.00","202.85","199.70","12.56M","0.72%"
"Aug 14, 2019","200.50","208.50","208.50","195.65","16.69M","-1.60%"
"Aug 13, 2019","203.75","207.90","211.45","202.50","6.91M","-1.85%"
"Aug 09, 2019","207.60","213.90","214.00","207.00","7.03M","-2.01%"
"Aug 08, 2019","211.85","206.15","213.30","204.85","8.62M","2.79%"
"Aug 07, 2019","206.10","204.20","209.10","201.75","9.27M","0.49%"
"Aug 06, 2019","205.10","198.55","207.75","198.55","12.54M","2.24%"
"Aug 05, 2019","200.60","196.00","202.90","193.10","8.94M","1.72%"
"Aug 02, 2019","197.20","200.90","201.05","195.35","6.38M","-2.59%"
"Aug 01, 2019","202.45","205.25","205.25","200.50","6.02M","-0.98%"
"Jul 31, 2019","204.45","199.20","206.00","197.05","10.99M","2.46%"
"Jul 30, 2019","199.55","205.60","206.80","198.00","10.53M","-2.85%"
"Jul 29, 2019","205.40","210.65","212.60","204.50","11.72M","-2.49%"
"Jul 26, 2019","210.65","209.00","212.95","205.50","10.49M","0.77%"
"Jul 25, 2019","209.05","217.65","217.65","208.10","19.25M","-3.60%"
"Jul 24, 2019","216.85","218.40","219.45","215.40","4.88M","-0.55%"
"Jul 23, 2019","218.05","222.00","222.90","217.00","4.98M","-1.51%"
"Jul 22, 2019","221.40","222.80","223.15","216.35","5.61M","-0.23%"
"Jul 19, 2019","221.90","222.00","224.05","217.40","19.10M","0.73%"
"Jul 18, 2019","220.30","230.00","230.90","219.50","8.73M","-4.22%"
"Jul 17, 2019","230.00","232.00","234.15","229.00","5.40M","-1.20%"
"Jul 16, 2019","232.80","229.45","233.65","229.35","3.74M","1.04%"
"Jul 15, 2019","230.40","231.00","231.70","228.25","3.27M","-0.37%"
"Jul 12, 2019","231.25","234.90","236.35","229.30","6.74M","-1.55%"
"Jul 11, 2019","234.90","235.00","235.75","232.60","4.03M","0.66%"
"Jul 10, 2019","233.35","231.40","234.50","230.05","5.90M","1.63%"
"Jul 09, 2019","229.60","232.50","235.20","228.20","9.16M","-1.20%"
"Jul 08, 2019","232.40","241.40","241.45","230.45","4.59M","-3.93%"
"Jul 05, 2019","241.90","251.50","253.20","240.85","4.27M","-3.66%"
"Jul 04, 2019","251.10","251.35","252.85","249.45","2.56M","0.06%"
"Jul 03, 2019","250.95","252.70","254.15","250.30","2.83M","-0.69%"
"Jul 02, 2019","252.70","248.30","253.00","247.10","3.96M","1.38%"
"Jul 01, 2019","249.25","254.25","256.40","248.00","4.84M","-1.79%"
"Jun 28, 2019","253.80","259.45","260.80","253.00","4.63M","-2.16%"
"Jun 27, 2019","259.40","259.25","261.70","258.00","13.17M","-0.35%"
"Jun 26, 2019","260.30","257.90","263.25","257.15","4.03M","0.75%"
"Jun 25, 2019","258.35","255.00","259.00","254.55","2.59M","0.62%"
"Jun 24, 2019","256.75","255.90","258.25","253.35","2.63M","0.98%"
"Jun 21, 2019","254.25","260.00","265.35","251.90","20.19M","-2.34%"
"Jun 20, 2019","260.35","256.00","261.00","256.00","3.04M","1.28%"
"Jun 19, 2019","257.05","260.50","262.60","255.15","2.98M","-1.27%"
"Jun 18, 2019","260.35","255.45","260.90","255.25","4.17M","1.98%"
"Jun 17, 2019","255.30","255.00","257.65","250.70","5.01M","0.06%"
"Jun 14, 2019","255.15","255.35","256.90","253.45","2.81M","-0.18%"
"Jun 13, 2019","255.60","256.00","258.70","253.60","3.43M","-0.54%"
"Jun 12, 2019","257.00","258.70","258.90","255.40","3.09M","-0.68%"
"Jun 11, 2019","258.75","260.40","262.45","257.55","4.30M","-0.21%"
"Jun 10, 2019","259.30","267.00","268.00","257.70","4.92M","-2.35%"
"Jun 07, 2019","265.55","269.10","269.70","263.60","4.86M","-1.34%"
"Jun 06, 2019","269.15","263.90","271.45","263.65","11.21M","2.18%"
"Jun 04, 2019","263.40","258.80","264.15","258.10","6.11M","0.96%"
"Jun 03, 2019","260.90","255.00","261.90","253.20","6.90M","2.92%"
"May 31, 2019","253.50","261.00","262.95","252.20","22.24M","0.22%"
"May 30, 2019","252.95","251.95","255.25","249.10","16.59M","0.90%"
"May 29, 2019","250.70","249.90","251.60","247.45","3.33M","0.00%"
"May 28, 2019","250.70","244.90","251.80","244.45","13.29M","2.70%"
"May 27, 2019","244.10","244.90","246.45","243.10","1.95M","-0.33%"
"May 24, 2019","244.90","244.75","245.95","241.40","2.41M","0.31%"
"May 23, 2019","244.15","243.00","245.00","239.70","4.98M","1.20%"
"May 22, 2019","241.25","237.65","242.00","237.10","3.92M","1.71%"
"May 21, 2019","237.20","239.70","241.45","234.50","5.82M","-0.21%"
"May 20, 2019","237.70","241.90","242.90","235.80","6.98M","0.66%"
"May 17, 2019","236.15","233.10","238.00","232.35","7.52M","1.72%"
"May 16, 2019","232.15","235.15","236.70","229.55","4.79M","-1.25%"
"May 15, 2019","235.10","241.75","242.40","233.45","5.13M","-2.77%"
"May 14, 2019","241.80","241.00","243.00","238.80","3.30M","-0.12%"
"May 13, 2019","242.10","241.75","242.90","237.60","3.54M","0.35%"
"May 10, 2019","241.25","242.00","244.95","240.00","5.29M","-0.43%"
"May 09, 2019","242.30","249.10","250.65","241.15","6.99M","-2.73%"
"May 08, 2019","249.10","249.60","252.10","248.55","4.22M","0.12%"
"May 07, 2019","248.80","252.00","255.25","247.70","4.32M","-1.01%"
"May 06, 2019","251.35","250.10","253.20","248.05","3.27M","-0.30%"
"May 03, 2019","252.10","253.05","256.00","251.30","5.01M","-0.10%"
"May 02, 2019","252.35","251.60","254.90","250.45","5.41M","0.08%"
"Apr 30, 2019","252.15","250.50","253.50","246.60","6.19M","0.66%"
"Apr 26, 2019","250.50","253.50","255.50","250.00","2.43M","-0.46%"
"Apr 25, 2019","251.65","254.85","255.20","248.30","20.31M","-0.93%"
"Apr 24, 2019","254.00","256.00","258.30","253.40","14.22M","-0.59%"
"Apr 23, 2019","255.50","251.00","256.10","251.00","7.45M","1.37%"
"Apr 22, 2019","252.05","251.45","252.50","248.95","4.70M","0.24%"
"Apr 18, 2019","251.45","251.75","252.90","249.60","7.98M","-0.06%"
"Apr 16, 2019","251.60","252.00","256.70","248.05","71.32M","0.64%"
"Apr 15, 2019","250.00","244.00","251.95","243.25","15.66M","3.82%"
"Apr 12, 2019","240.80","242.00","242.00","239.45","3.44M","-0.06%"
"Apr 11, 2019","240.95","240.10","241.60","238.60","3.35M","0.37%"
"Apr 10, 2019","240.05","238.90","242.90","238.40","8.66M","0.69%"
"Apr 09, 2019","238.40","233.00","239.50","232.30","9.38M","2.34%"
"Apr 08, 2019","232.95","235.00","236.20","231.60","4.37M","-0.75%"
"Apr 05, 2019","234.70","235.00","236.20","233.70","3.04M","-0.04%"
"Apr 04, 2019","234.80","235.00","235.55","232.55","3.95M","0.30%"
"Apr 03, 2019","234.10","236.50","236.95","233.00","5.12M","-0.97%"
"Apr 02, 2019","236.40","238.95","239.50","235.55","7.36M","0.00%"
"Apr 01, 2019","236.40","238.10","238.10","231.50","13.99M","-0.34%"
"Mar 29, 2019","237.20","236.50","239.30","233.50","14.09M","0.47%"
"Mar 28, 2019","236.10","234.40","237.65","232.75","20.58M","0.70%"
"Mar 27, 2019","234.45","236.40","238.10","233.60","4.78M","-0.85%"
"Mar 26, 2019","236.45","237.25","242.75","234.30","7.48M","-0.32%"
"Mar 25, 2019","237.20","233.00","239.45","231.35","7.46M","2.26%"
"Mar 22, 2019","231.95","232.70","233.80","230.00","14.14M","-2.13%"
"Mar 20, 2019","237.00","244.60","244.60","236.00","20.27M","-2.43%"
"Mar 19, 2019","242.90","244.55","247.90","241.35","10.84M","-0.53%"
"Mar 18, 2019","244.20","243.95","245.60","242.00","5.52M","-0.06%"
"Mar 15, 2019","244.35","238.85","246.15","238.00","16.47M","0.47%"
"Mar 14, 2019","243.20","240.90","244.10","238.50","13.63M","1.91%"
"Mar 13, 2019","238.65","242.00","242.00","233.80","17.95M","-1.77%"
"Mar 12, 2019","242.95","245.00","246.90","241.20","9.77M","-0.18%"
"Mar 11, 2019","243.40","236.70","245.00","235.25","19.93M","3.62%"
"Mar 08, 2019","234.90","233.10","237.50","229.60","12.80M","-0.04%"
"Mar 07, 2019","235.00","243.00","243.00","233.35","7.18M","-3.19%"
"Mar 06, 2019","242.75","241.15","246.20","238.00","9.54M","0.66%"
"Mar 05, 2019","241.15","233.40","242.00","232.70","9.39M","3.65%"
"Mar 01, 2019","232.65","228.80","233.00","226.60","9.53M","1.91%"
"Feb 28, 2019","228.30","223.50","229.90","222.15","32.63M","3.09%"
"Feb 27, 2019","221.45","221.50","224.40","219.60","8.60M","0.59%"
"Feb 26, 2019","220.15","213.30","222.00","213.00","11.89M","2.71%"
"Feb 25, 2019","214.35","216.00","216.70","212.70","9.39M","-0.28%"
"Feb 22, 2019","214.95","214.85","216.90","213.45","5.23M","0.58%"
"Feb 21, 2019","213.70","215.05","215.70","213.20","4.08M","-0.58%"
"Feb 20, 2019","214.95","214.80","216.40","213.55","6.64M","0.33%"
"Feb 19, 2019","214.25","215.25","218.95","213.55","5.29M","-0.42%"
"Feb 18, 2019","215.15","218.00","218.00","214.80","3.65M","-2.18%"
"Feb 15, 2019","219.95","219.90","221.50","214.70","11.51M","1.27%"
"Feb 14, 2019","217.20","217.00","219.70","211.40","14.95M","-1.38%"
"Feb 13, 2019","220.25","226.00","228.00","219.55","12.05M","-1.26%"
"Feb 12, 2019","223.05","219.80","223.90","219.35","7.86M","1.94%"
"Feb 11, 2019","218.80","217.70","220.35","214.15","4.58M","0.07%"
"Feb 08, 2019","218.65","223.90","225.65","217.60","2.96M","-2.48%"
"Feb 07, 2019","224.20","220.80","224.65","220.15","3.11M","1.93%"
"Feb 06, 2019","219.95","216.50","220.70","216.35","3.71M","1.64%"
"Feb 05, 2019","216.40","222.00","223.40","215.70","5.56M","-2.57%"
"Feb 04, 2019","222.10","223.30","224.20","220.05","3.42M","-0.49%"
"Feb 01, 2019","223.20","224.35","226.70","222.75","2.82M","-0.65%"
"Jan 31, 2019","224.65","226.50","227.50","223.05","15.39M","-0.24%"
"Jan 30, 2019","225.20","222.00","228.00","220.55","7.35M","1.19%"
"Jan 29, 2019","222.55","225.40","225.85","221.15","3.85M","-1.18%"
"Jan 28, 2019","225.20","221.25","227.50","218.05","3.92M","1.92%"
"Jan 25, 2019","220.95","224.25","226.20","220.10","3.43M","-1.30%"
"Jan 24, 2019","223.85","225.70","226.25","223.00","2.84M","-0.75%"
"Jan 23, 2019","225.55","227.80","228.00","225.25","2.33M","-0.97%"
"Jan 22, 2019","227.75","228.45","230.35","225.80","4.56M","-0.55%"
"Jan 21, 2019","229.00","230.45","231.25","228.15","1.90M","-0.43%"
"Jan 18, 2019","230.00","232.15","232.55","229.60","2.94M","-0.88%"
"Jan 17, 2019","232.05","232.75","232.75","230.40","3.22M","0.00%"
"Jan 16, 2019","232.05","232.80","233.40","231.55","2.05M","-0.26%"
"Jan 15, 2019","232.65","231.50","233.60","231.05","2.32M","0.76%"
"Jan 14, 2019","230.90","232.40","232.50","229.05","2.27M","-0.58%"
"Jan 11, 2019","232.25","233.70","233.75","231.50","2.45M","-0.32%"
"Jan 10, 2019","233.00","233.80","233.95","232.05","2.29M","0.15%"
"Jan 09, 2019","232.65","234.20","234.85","231.80","2.95M","-0.28%"
"Jan 08, 2019","233.30","234.50","235.15","232.15","4.21M","-0.51%"
"Jan 07, 2019","234.50","238.00","238.00","233.50","7.35M","-0.85%"
"Jan 04, 2019","236.50","234.10","237.70","233.75","2.89M","0.64%"
"Jan 03, 2019","235.00","238.70","238.70","233.20","5.66M","-0.72%"
"Jan 02, 2019","236.70","240.90","241.45","236.05","3.90M","-1.99%"
"Jan 01, 2019","241.50","241.00","242.45","240.25","2.23M","0.31%"
"Dec 31, 2018","240.75","242.70","244.40","240.10","3.55M","-0.64%"
"Dec 28, 2018","242.30","242.90","243.35","239.75","10.58M","-3.16%"
"Dec 27, 2018","250.20","249.50","254.00","243.85","26.01M","1.28%"
"Dec 26, 2018","247.05","248.30","250.40","246.00","5.07M","-0.50%"
"Dec 24, 2018","248.30","254.00","254.00","246.90","4.37M","-1.76%"
"Dec 21, 2018","252.75","250.90","253.35","247.15","12.80M","0.88%"
"Dec 20, 2018","250.55","248.60","254.50","248.00","8.60M","-0.18%"
"Dec 19, 2018","251.00","252.70","253.30","250.00","5.29M","-0.34%"
"Dec 18, 2018","251.85","252.50","253.85","249.05","6.48M","0.16%"
"Dec 17, 2018","251.45","249.10","253.70","246.20","9.69M","1.74%"
"Dec 14, 2018","247.15","244.55","250.40","242.00","7.52M","1.06%"
"Dec 13, 2018","244.55","249.00","249.00","243.00","6.80M","-0.99%"
"Dec 12, 2018","247.00","241.50","247.75","239.80","9.12M","2.02%"
"Dec 11, 2018","242.10","233.75","244.05","233.75","8.50M","1.66%"
"Dec 10, 2018","238.15","234.75","239.10","228.35","17.42M","0.59%"
"Dec 07, 2018","236.75","241.95","242.45","236.50","6.10M","-1.60%"
"Dec 06, 2018","240.60","244.50","245.65","239.80","4.38M","-1.92%"
"Dec 05, 2018","245.30","251.50","252.45","244.00","3.58M","-2.76%"
"Dec 04, 2018","252.25","248.90","254.00","248.20","4.53M","1.31%"
"Dec 03, 2018","249.00","246.00","251.80","245.35","6.68M","1.67%"
"Nov 30, 2018","244.90","247.00","248.40","239.05","12.79M","-0.81%"
"Nov 29, 2018","246.90","250.00","250.60","241.00","18.39M","-0.38%"
"Nov 28, 2018","247.85","252.50","253.75","247.25","8.25M","-1.61%"
"Nov 27, 2018","251.90","252.50","254.20","250.15","4.37M","0.46%"
"Nov 26, 2018","250.75","256.95","258.50","247.20","9.86M","-2.30%"
"Nov 22, 2018","256.65","261.00","261.40","256.10","2.68M","-1.65%"
"Nov 21, 2018","260.95","261.50","263.20","260.25","4.77M","-0.19%"
"Nov 20, 2018","261.45","264.00","265.60","261.00","4.25M","-1.02%"
"Nov 19, 2018","264.15","264.50","264.70","262.65","3.19M","0.19%"
"Nov 16, 2018","263.65","264.00","265.80","261.30","3.07M","0.19%"
"Nov 15, 2018","263.15","265.75","266.50","262.10","1.92M","-0.98%"
"Nov 14, 2018","265.75","267.00","267.00","263.75","2.57M","0.08%"
"Nov 13, 2018","265.55","267.50","268.70","264.15","6.90M","0.63%"
"Nov 12, 2018","263.90","270.00","271.40","263.20","4.68M","-1.69%"
"Nov 09, 2018","268.45","268.75","271.85","266.55","10.99M","0.56%"
"Nov 07, 2018","266.95","266.50","267.30","265.90","791.92K","0.39%"
"Nov 06, 2018","265.90","265.00","266.65","264.20","3.08M","0.59%"
"Nov 05, 2018","264.35","261.95","265.25","261.80","4.89M","1.07%"
"Nov 02, 2018","261.55","259.00","264.50","258.90","38.13M","0.17%"
"Nov 01, 2018","261.10","264.95","266.00","260.10","10.47M","-1.90%"
"Oct 31, 2018","266.15","265.00","267.90","263.80","17.31M","-3.52%"
"Oct 30, 2018","275.85","286.15","286.40","275.00","2.76M","-4.02%"
"Oct 29, 2018","287.40","281.50","289.20","277.35","2.47M","2.24%"
"Oct 26, 2018","281.10","283.10","283.70","275.80","3.06M","-0.39%"
"Oct 25, 2018","282.20","274.80","283.95","274.10","4.39M","1.79%"
"Oct 24, 2018","277.25","280.00","280.20","273.60","4.46M","-0.04%"
"Oct 23, 2018","277.35","274.50","280.85","274.30","2.50M","0.67%"
"Oct 22, 2018","275.50","277.50","280.65","274.10","2.40M","0.13%"
"Oct 19, 2018","275.15","279.15","281.20","274.45","3.80M","-1.70%"
"Oct 17, 2018","279.90","279.60","283.85","277.20","3.08M","1.27%"
"Oct 16, 2018","276.40","277.20","278.35","274.40","1.33M","0.27%"
"Oct 15, 2018","275.65","279.30","280.85","272.75","1.60M","-1.06%"
"Oct 12, 2018","278.60","269.50","279.90","268.50","2.92M","4.50%"
"Oct 11, 2018","266.60","268.00","274.50","265.05","3.42M","-2.24%"
"Oct 10, 2018","272.70","271.50","276.80","270.30","3.20M","-0.46%"
"Oct 09, 2018","273.95","269.90","277.70","268.50","4.34M","2.26%"
"Oct 08, 2018","267.90","263.00","272.95","262.50","3.47M","1.86%"
"Oct 05, 2018","263.00","274.00","274.15","261.30","4.05M","-3.77%"
"Oct 04, 2018","273.30","271.60","277.80","268.60","3.69M","-1.25%"
"Oct 03, 2018","276.75","273.00","281.00","268.85","2.99M","1.45%"
"Oct 01, 2018","272.80","266.25","274.00","262.80","2.09M","2.46%"
"Sep 28, 2018","266.25","275.80","275.80","264.40","5.73M","-3.62%"
"Sep 27, 2018","276.25","272.80","278.00","270.95","8.04M","1.36%"
"Sep 26, 2018","272.55","277.00","277.00","270.20","2.30M","-0.98%"
"Sep 25, 2018","275.25","281.15","285.95","273.15","3.58M","-2.10%"
"Sep 24, 2018","281.15","276.00","284.00","275.65","3.10M","2.14%"
"Sep 21, 2018","275.25","283.20","286.25","273.60","6.87M","-1.92%"
"Sep 19, 2018","280.65","275.00","281.95","275.00","4.92M","2.73%"
"Sep 18, 2018","273.20","274.60","276.00","268.70","6.42M","-0.64%"
"Sep 17, 2018","274.95","277.50","278.15","273.25","2.92M","-0.87%"
"Sep 14, 2018","277.35","283.00","285.90","277.00","2.74M","-1.49%"
"Sep 12, 2018","281.55","284.40","287.60","279.25","2.44M","-0.55%"
"Sep 11, 2018","283.10","282.80","288.00","275.80","4.99M","1.25%"
"Sep 10, 2018","279.60","286.00","286.35","278.65","1.48M","-2.43%"
"Sep 07, 2018","286.55","284.60","287.50","283.00","3.00M","1.02%"
"Sep 06, 2018","283.65","278.50","284.90","277.35","3.00M","2.18%"
"Sep 05, 2018","277.60","279.90","279.95","272.00","3.83M","-0.72%"
"Sep 04, 2018","279.60","288.00","288.90","278.60","2.29M","-2.80%"
"Sep 03, 2018","287.65","287.50","289.80","286.15","1.65M","0.59%"
"Aug 31, 2018","285.95","286.25","290.50","285.00","3.72M","0.12%"
"Aug 30, 2018","285.60","286.45","290.55","284.60","3.86M","-0.24%"
"Aug 29, 2018","286.30","292.70","294.35","285.30","4.00M","-2.85%"
"Aug 28, 2018","294.70","295.00","299.75","290.25","5.51M","0.53%"
"Aug 27, 2018","293.15","291.00","295.45","289.45","2.25M","0.74%"
"Aug 24, 2018","291.00","287.85","293.60","287.80","2.71M","0.67%"
"Aug 23, 2018","289.05","291.70","293.75","287.15","2.52M","-0.81%"
"Aug 21, 2018","291.40","286.15","292.60","285.00","9.14M","2.59%"
"Aug 20, 2018","284.05","283.50","290.70","281.75","3.93M","0.94%"
"Aug 17, 2018","281.40","285.00","286.60","281.00","2.10M","-0.46%"
"Aug 16, 2018","282.70","280.00","286.30","280.00","5.18M","0.02%"
"Aug 14, 2018","282.65","280.00","283.85","277.00","4.63M","1.29%"
"Aug 13, 2018","279.05","280.00","284.65","276.00","11.14M","1.18%"
"Aug 10, 2018","275.80","279.00","279.70","272.50","3.77M","-1.54%"
"Aug 09, 2018","280.10","278.35","284.00","276.00","2.93M","1.49%"
"Aug 08, 2018","276.00","275.50","279.45","274.75","2.52M","0.22%"
"Aug 07, 2018","275.40","283.15","288.75","273.05","7.45M","-2.74%"
"Aug 06, 2018","283.15","278.85","285.60","278.25","3.48M","1.40%"
"Aug 03, 2018","279.25","274.00","282.35","273.65","4.09M","2.08%"
"Aug 02, 2018","273.55","274.50","274.95","271.15","4.96M","1.07%"
"Aug 01, 2018","270.65","262.00","272.20","261.60","5.61M","3.66%"
"Jul 31, 2018","261.10","263.80","264.05","260.35","2.74M","-0.53%"
"Jul 30, 2018","262.50","262.90","266.60","261.40","2.94M","0.13%"
"Jul 27, 2018","262.15","266.40","266.90","259.65","1.89M","-1.11%"
"Jul 26, 2018","265.10","264.65","266.70","263.05","5.07M","0.17%"
"Jul 25, 2018","264.65","266.20","266.50","262.50","1.74M","-0.75%"
"Jul 24, 2018","266.65","263.00","267.40","262.10","1.79M","1.89%"
"Jul 23, 2018","261.70","262.50","266.25","261.20","1.63M","-0.68%"
"Jul 20, 2018","263.50","261.70","264.90","258.60","1.74M","0.88%"
"Jul 19, 2018","261.20","262.50","263.95","260.00","2.03M","-0.36%"
"Jul 18, 2018","262.15","266.00","268.50","259.95","4.11M","-0.98%"
"Jul 17, 2018","264.75","261.50","266.80","261.25","2.60M","1.38%"
"Jul 16, 2018","261.15","267.70","268.00","260.10","1.57M","-2.48%"
"Jul 13, 2018","267.80","266.80","270.65","266.30","3.57M","0.96%"
"Jul 12, 2018","265.25","267.00","271.25","264.85","3.82M","0.17%"
"Jul 11, 2018","264.80","277.00","277.90","263.75","4.36M","-4.90%"
"Jul 10, 2018","278.45","271.25","279.70","270.55","3.00M","2.69%"
"Jul 09, 2018","271.15","272.25","274.20","269.00","2.20M","-0.02%"
"Jul 06, 2018","271.20","270.00","271.95","267.20","2.71M","0.33%"
"Jul 05, 2018","270.30","264.50","271.75","260.50","3.04M","2.25%"
"Jul 04, 2018","264.35","261.05","266.95","259.60","3.03M","1.34%"
"Jul 03, 2018","260.85","262.50","262.70","259.30","2.69M","0.12%"
"Jul 02, 2018","260.55","263.15","264.00","258.60","4.88M","-1.44%"
"Jun 29, 2018","264.35","259.00","265.20","259.00","1.96M","1.42%"
"Jun 28, 2018","260.65","266.85","266.85","258.65","4.38M","-1.97%"
"Jun 27, 2018","265.90","265.00","267.95","260.85","4.72M","0.28%"
"Jun 26, 2018","265.15","258.30","270.20","258.20","10.47M","2.37%"
"Jun 25, 2018","259.00","264.00","265.75","257.40","4.32M","-2.21%"
"Jun 22, 2018","264.85","267.10","267.70","263.05","2.53M","-1.06%"
"Jun 21, 2018","267.70","270.70","272.90","266.30","2.51M","-1.07%"
"Jun 20, 2018","270.60","273.10","274.00","267.45","3.01M","-0.86%"
"Jun 19, 2018","272.95","272.35","275.40","271.30","1.99M","-0.46%"
"Jun 18, 2018","274.20","279.00","279.05","271.20","2.11M","-1.74%"
"Jun 15, 2018","279.05","286.50","286.50","277.50","4.28M","-1.47%"
"Jun 14, 2018","283.20","283.80","286.95","278.30","1.54M","-0.28%"
"Jun 13, 2018","284.00","284.10","287.70","283.65","2.55M","0.16%"
"Jun 12, 2018","283.55","287.90","289.80","283.00","2.08M","-1.51%"
"Jun 11, 2018","287.90","290.00","294.45","286.15","1.75M","-0.69%"
"Jun 08, 2018","289.90","288.70","293.60","287.00","2.04M","0.35%"
"Jun 07, 2018","288.90","289.00","291.00","287.30","2.39M","-0.60%"
"Jun 06, 2018","290.65","285.55","292.25","284.45","5.63M","1.89%"
"Jun 05, 2018","285.25","293.90","294.75","283.75","2.31M","-2.51%"
"Jun 04, 2018","292.60","295.20","297.85","291.40","1.56M","-0.70%"
"Jun 01, 2018","294.65","293.00","299.70","290.10","3.03M","-0.54%"
"May 31, 2018","296.25","292.10","303.45","290.00","11.80M","2.49%"
"May 30, 2018","289.05","281.00","292.50","277.65","9.09M","2.37%"
"May 29, 2018","282.35","286.35","287.00","276.50","5.93M","-0.86%"
"May 28, 2018","284.80","277.00","287.80","276.70","3.11M","3.34%"
"May 25, 2018","275.60","280.10","283.30","272.55","4.27M","-1.61%"
"May 24, 2018","280.10","277.00","281.50","274.50","2.01M","1.41%"
"May 23, 2018","276.20","277.15","279.90","274.75","2.64M","-1.02%"
"May 22, 2018","279.05","272.70","279.90","271.50","3.30M","3.26%"
"May 21, 2018","270.25","267.50","271.50","264.60","1.80M","1.29%"
"May 18, 2018","266.80","271.50","274.55","265.80","1.86M","-1.73%"
"May 17, 2018","271.50","265.90","273.40","265.10","3.85M","3.04%"
"May 16, 2018","263.50","264.00","265.00","257.30","2.94M","0.00%"
"May 15, 2018","263.50","270.05","271.25","262.15","3.87M","-2.43%"
